id,type,name,latitude_deg,longitude_deg,elevation_ft,iso_region,municipality,scheduled_service,gps_code,local_code,score
3905,large_airport,St Louis Lambert International Airport,38.748697,-90.370003,618,US-MO,St Louis,1,KSTL,STL,1047075
3673,large_airport,Chicago Midway International Airport,41.7859993,-87.75240326,620,US-IL,Chicago,1,KMDW,MDW,1015475
5453,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,13,US-HI,Honolulu,1,PHNL,HNL,1029375
3435,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.17539978,-76.66829681,146,US-MD,Baltimore,1,KBWI,BWI,1021075
3768,large_airport,Portland International Airport,45.58869934,-122.5979996,31,US-OR,Portland,1,KPDX,PDX,1015775
3926,large_airport,Tampa International Airport,27.97550011,-82.53320313,26,US-FL,Tampa,1,KTPA,TPA,1017475
3471,large_airport,Cincinnati Northern Kentucky International Airport,39.04880142,-84.6678009,896,US-KY,Cincinnati,1,KCVG,CVG,1029475
3711,large_airport,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,4,US-LA,New Orleans,1,KMSY,MSY,1012575
3744,large_airport,Metropolitan Oakland International Airport,37.721298,-122.221001,9,US-CA,Oakland,1,KOAK,OAK,1012475
3778,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,1203,US-PA,Pittsburgh,1,KPIT,PIT,1021875
3386,large_airport,Austin Bergstrom International Airport,30.19449997,-97.66989899,542,US-TX,Austin,1,KAUS,AUS,51675
3883,large_airport,Norman Y. Mineta San Jose International Airport,37.362598,-121.929001,62,US-CA,San Jose,1,KSJC,SJC,1014275
3844,large_airport,Raleigh Durham International Airport,35.87760162,-78.78749847,435,US-NC,Raleigh/Durham,1,KRDU,RDU,1011675
3420,large_airport,Nashville International Airport,36.12450027,-86.67819977,599,US-TN,Nashville,1,KBNA,BNA,52075
3675,large_airport,Memphis International Airport,35.04240036,-89.97669983,341,US-TN,Memphis,1,KMEM,MEM,1014475
3863,large_airport,San Antonio International Airport,29.53370094,-98.46980286,809,US-TX,San Antonio,1,KSAT,SAT,1475
3894,large_airport,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,56,US-CA,Santa Ana,1,KSNA,SNA,51150
3668,large_airport,Kansas City International Airport,39.2976,-94.713898,1026,US-MO,Kansas City,1,KMCI,MCI,1015075
3588,large_airport,William P Hobby Airport,29.64539909,-95.27890015,46,US-TX,Houston,1,KHOU,HOU,1011575
3454,large_airport,Cleveland Hopkins International Airport,41.4117012,-81.84980011,791,US-OH,Cleveland,1,KCLE,CLE,1015875
3610,large_airport,Indianapolis International Airport,39.7173,-86.294403,797,US-IN,Indianapolis,1,KIND,IND,52075
3479,large_airport,Dallas Love Field,32.847099,-96.851799,487,US-TX,Dallas,1,KDAL,DAL,1675
16091,large_airport,Albuquerque International Sunport Airport,35.040199,-106.609001,5355,US-NM,Albuquerque,1,KABQ,ABQ,450
3690,large_airport,General Mitchell International Airport,42.94720078,-87.89659882,723,US-WI,Milwaukee,1,KMKE,MKE,1575
3458,large_airport,Port Columbus International Airport,39.9980011,-82.89189911,815,US-OH,Columbus,1,KCMH,CMH,1675
3932,large_airport,Tucson International Airport,32.11610031,-110.9410019,2643,US-AZ,Tucson,1,KTUS,TUS,1050
3431,large_airport,Buffalo Niagara International Airport,42.94049835,-78.73220062,728,US-NY,Buffalo,1,KBUF,BUF,1475
5388,large_airport,Ted Stevens Anchorage International Airport,61.17440033,-149.9960022,152,US-AK,Anchorage,1,PANC,ANC,1475
3620,large_airport,Jacksonville International Airport,30.49410057,-81.68789673,30,US-FL,Jacksonville,1,KJAX,JAX,1475
3396,large_airport,Bradley International Airport,41.93889999,-72.68319702,173,US-CT,Hartford,1,KBDL,BDL,1050
3766,large_airport,Palm Beach International Airport,26.68320084,-80.09559631,19,US-FL,West Palm Beach,1,KPBI,PBI,1275
3512,medium_airport,El Paso International Airport,31.80719948,-106.3779984,3959,US-TX,El Paso,1,KELP,ELP,1050
3747,large_airport,Will Rogers World Airport,35.39310074,-97.60070038,1295,US-OK,Oklahoma City,1,KOKC,OKC,1475
5455,medium_airport,Kahului Airport,20.8986,-156.429993,54,US-HI,Kahului,1,PHOG,OGG,875
3892,large_airport,Sacramento International Airport,38.69540024,-121.5910034,27,US-CA,Sacramento,1,KSMF,SMF,51475
3755,large_airport,Norfolk International Airport,36.89459991,-76.20120239,26,US-VA,Norfolk,1,KORF,ORF,1275
3853,large_airport,Reno Tahoe International Airport,39.49909973,-119.7679977,4415,US-NV,Reno,1,KRNO,RNO,1050
3432,medium_airport,Bob Hope Airport,34.20069885,-118.3590012,778,US-CA,Burbank,1,KBUR,BUR,1050
3644,medium_airport,Long Beach /Daugherty Field/ Airport,33.81769943,-118.1520004,60,US-CA,Long Beach,1,KLGB,LGB,1050
3795,medium_airport,Theodore Francis Green State Airport,41.73260117,-71.42040253,55,US-RI,Providence,1,KPVD,PVD,1050
3757,medium_airport,Wittman Regional Airport,43.9844017,-88.55699921,808,US-WI,Oshkosh,0,KOSH,OSH,375
3751,medium_airport,Eppley Airfield,41.30319977,-95.89409637,984,US-NE,Omaha,1,KOMA,OMA,1050
3873,large_airport,Louisville International Standiford Field,38.1744,-85.736,501,US-KY,Louisville,1,KSDF,SDF,1875
3752,large_airport,Ontario International Airport,34.05599976,-117.6009979,944,US-CA,Ontario,1,KONT,ONT,1475
3913,large_airport,Syracuse Hancock International Airport,43.11119843,-76.10630035,421,US-NY,Syracuse,1,KSYR,SYR,1275
3589,medium_airport,Westchester County Airport,41.06700134,-73.70760345,439,US-NY,White Plains,1,KHPN,HPN,1050
3371,medium_airport,Albany International Airport,42.74829865,-73.80169678,285,US-NY,Albany,1,KALB,ALB,1050
3450,large_airport,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,46,US-SC,Charleston,1,KCHS,CHS,1275
3406,large_airport,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,650,US-AL,Birmingham,1,KBHM,BHM,1275
3847,large_airport,Richmond International Airport,37.50519943,-77.31970215,167,US-VA,Richmond,1,KRIC,RIC,1475
3855,large_airport,Greater Rochester International Airport,43.1189003,-77.67240143,559,US-NY,Rochester,1,KROC,ROC,1475
3864,large_airport,Savannah Hilton Head International Airport,32.12760162,-81.20210266,50,US-GA,Savannah,1,KSAV,SAV,1275
3481,large_airport,James M Cox Dayton International Airport,39.90240097,-84.2193985,1009,US-OH,Dayton,1,KDAY,DAY,1675
3552,large_airport,Spokane International Airport,47.61989975,-117.5339966,2376,US-WA,Spokane,1,KGEG,GEG,1275
3421,large_airport,Boise Air Terminal/Gowen field,43.56439972,-116.2229996,2871,US-ID,Boise,1,KBOI,BOI,1050
3684,large_airport,Manchester Airport,42.93259811,-71.43569946,266,US-NH,Manchester,1,KMHT,MHT,599
3858,large_airport,Southwest Florida International Airport,26.53619957,-81.75520325,30,US-FL,Fort Myers,1,KRSW,RSW,51150
3796,large_airport,Portland International Jetport Airport,43.64619827,-70.30930328,76,US-ME,Portland,1,KPWM,PWM,1275
3866,medium_airport,Santa Barbara Municipal Airport,34.42620087,-119.8399963,13,US-CA,Santa Barbara,1,KSBA,SBA,1050
3605,large_airport,Wichita Mid Continent Airport,37.64989853,-97.43309784,1333,US-KS,Wichita,1,KICT,ICT,1575
3401,large_airport,Boeing Field King County International Airport,47.52999878,-122.302002,21,US-WA,Seattle,1,KBFI,BFI,1275
3792,medium_airport,Palm Springs International Airport,33.82970047,-116.5070038,477,US-CA,Palm Springs,1,KPSP,PSP,875
3707,large_airport,Dane County Regional Truax Field,43.13990021,-89.33750153,887,US-WI,Madison,1,KMSN,MSN,1475
3566,medium_airport,Gerald R. Ford International Airport,42.88079834,-85.52279663,794,US-MI,Grand Rapids,1,KGRR,GRR,1050
3496,large_airport,Des Moines International Airport,41.5340004,-93.6631012,958,US-IA,Des Moines,1,KDSM,DSM,1475
3463,large_airport,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964,6187,US-CO,Colorado Springs,1,KCOS,COS,1275
3430,medium_airport,Burlington International Airport,44.47190094,-73.15329742,335,US-VT,Burlington,1,KBTV,BTV,1050
21321,medium_airport,North Las Vegas Airport,36.21070099,-115.1940002,2205,US-NV,Las Vegas,0,KVGT,VGT,250
3645,large_airport,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,262,US-AR,Little Rock,1,KLIT,LIT,1675
3568,large_airport,Piedmont Triad International Airport,36.09780121,-79.93730164,925,US-NC,Greensboro,1,KGSO,GSO,1475
3930,large_airport,Tulsa International Airport,36.19839859,-95.88809967,677,US-OK,Tulsa,1,KTUL,TUL,1475
3705,medium_airport,Monterey Peninsula Airport,36.5870018,-121.8430023,257,US-CA,Monterey,1,KMRY,MRY,1050
5448,medium_airport,Kona International At Keahole Airport,19.73880005,-156.0460052,47,US-HI,Kailua/Kona,1,PHKO,KOA,875
21087,small_airport,Santa Monica Municipal Airport,34.01580048,-118.4509964,177,US-CA,Santa Monica,0,KSMO,SMO,50
3783,medium_airport,Pensacola Regional Airport,30.47340012,-87.18659973,121,US-FL,Pensacola,1,KPNS,PNS,1050
3920,medium_airport,Teterboro Airport,40.85010147,-74.06079865,9,US-NJ,Teterboro,0,KTEB,TEB,600
21333,medium_airport,Van Nuys Airport,34.20980072,-118.4899979,802,US-CA,Van Nuys,0,KVNY,VNY,250
3838,medium_airport,Rapid City Regional Airport,44.04529953,-103.0569992,3204,US-SD,Rapid City,1,KRAP,RAP,1050
3938,large_airport,McGhee Tyson Airport,35.81100082,-83.9940033,981,US-TN,Knoxville,1,KTYS,TYS,1275
3924,large_airport,Tallahassee Regional Airport,30.39649963,-84.35030365,81,US-FL,Tallahassee,1,KTLH,TLH,1275
3524,medium_airport,Fresno Yosemite International Airport,36.77619934,-119.7180023,336,US-CA,Fresno,1,KFAT,FAT,1050
3899,large_airport,Sarasota Bradenton International Airport,27.39539909,-82.55439758,30,US-FL,Sarasota/Bradenton,1,KSRQ,SRQ,1275
3522,medium_airport,Key West International Airport,24.55610085,-81.75959778,3,US-FL,Key West,1,KEYW,EYW,875
3723,medium_airport,Lakefront Airport,30.04240036,-90.02829742,8,US-LA,New Orleans,0,KNEW,NEW,300
3405,large_airport,Bangor International Airport,44.80739975,-68.82810211,192,US-ME,Bangor,1,KBGR,BGR,1275
3569,large_airport,Greenville Spartanburg International Airport,34.89569855,-82.21890259,964,US-SC,Greenville,1,KGSP,GSP,1275
3640,large_airport,Blue Grass Airport,38.03649902,-84.60590363,979,US-KY,Lexington,1,KLEX,LEX,1275
3478,large_airport,Daytona Beach International Airport,29.179899,-81.058098,34,US-FL,Daytona Beach,1,KDAB,DAB,1050
21033,medium_airport,Santa Fe Municipal Airport,35.61709976,-106.0889969,6348,US-NM,Santa Fe,0,KSAF,SAF,250
3416,medium_airport,Bellingham International Airport,48.7928009,-122.538002,170,US-WA,Bellingham,1,KBLI,BLI,1050
20589,small_airport,Montgomery Field,32.81570053,-117.1399994,427,US-CA,San Diego,0,KMYF,MYF,50
3633,large_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,US-TX,Lubbock,1,KLBB,LBB,1275
19291,medium_airport,Centennial Airport,39.57009888,-104.848999,5885,US-CO,Denver,0,KAPA,APA,250
3775,medium_airport,St Petersburg Clearwater International Airport,27.91020012,-82.68740082,11,US-FL,St Petersburg-Clearwater,1,KPIE,PIE,1050
3767,medium_airport,DeKalb Peachtree Airport,33.87559891,-84.30200195,1003,US-GA,Atlanta,0,KPDK,PDK,400
19517,small_airport,Camarillo Airport,34.21369934,-119.0940018,77,US-CA,Camarillo,0,KCMA,CMA,50
3377,large_airport,Rick Husband Amarillo International Airport,35.219398,-101.706001,3607,US-TX,Amarillo,1,KAMA,AMA,1275
19912,medium_airport,Fort Lauderdale Executive Airport,26.19729996,-80.17070007,13,US-FL,Fort Lauderdale,0,KFXE,FXE,250
20187,medium_airport,Kissimmee Gateway Airport,28.28980064,-81.43710327,82,US-FL,Orlando,0,KISM,ISM,250
19292,small_airport,Napa County Airport,38.2132,-122.280998,35,US-CA,Napa,0,KAPC,APC,50
21055,small_airport,Sedona Airport,34.84859848,-111.788002,4830,US-AZ,Sedona,0,KSEZ,SEZ,50
3448,large_airport,Lovell Field,35.03530121,-85.20379639,683,US-TN,Chattanooga,1,KCHA,CHA,1275
3449,medium_airport,Charlottesville Albemarle Airport,38.1385994,-78.45290375,639,US-VA,Charlottesville,1,KCHO,CHO,1050
3672,medium_airport,Harrisburg International Airport,40.19350052,-76.76339722,310,US-PA,Harrisburg,1,KMDT,MDT,1050
19469,small_airport,Buchanan Field,37.98970032,-122.0569992,26,US-CA,Concord,0,KCCR,CCR,50
20384,small_airport,Livermore Municipal Airport,37.69340134,-121.8199997,400,US-CA,Livermore,0,KLVK,LVK,50
3438,large_airport,Columbia Metropolitan Airport,33.93880081,-81.11949921,236,US-SC,Columbia,1,KCAE,CAE,1475
5449,medium_airport,Lihue Airport,21.97599983,-159.3390045,153,US-HI,Lihue,1,PHLI,LIH,875
19552,medium_airport,Mc Clellan-Palomar Airport,33.12829971,-117.2799988,331,US-CA,Carlsbad,0,KCRQ,CRQ,250
21045,small_airport,Scottsdale Airport,33.6228981,-111.9110031,1510,US-AZ,Scottsdale,0,KSDL,SDL,50
3408,large_airport,Billings Logan International Airport,45.80770111,-108.5429993,3652,US-MT,Billings,1,KBIL,BIL,1275
3594,large_airport,Huntsville International Carl T Jones Field,34.6371994,-86.77510071,629,US-AL,Huntsville,1,KHSV,HSV,1675
3439,medium_airport,Akron Canton Regional Airport,40.91609955,-81.44219971,1228,US-OH,Akron,1,KCAK,CAK,1050
3869,medium_airport,San Luis County Regional Airport,35.23680115,-120.6419983,212,US-CA,San Luis Obispo,1,KSBP,SBP,1050
3861,medium_airport,Sacramento Executive Airport,38.51250076,-121.4929962,24,US-CA,Sacramento,0,KSAC,SAC,400
20805,small_airport,Palo Alto Airport of Santa Clara County,37.46110153,-122.1149979,4,US-CA,Palo Alto,0,KPAO,PAO,50
21384,small_airport,Watsonville Municipal Airport,36.93569946,-121.7900009,163,US-CA,Watsonville,0,KWVI,WVI,50
3451,large_airport,The Eastern Iowa Airport,41.88470078,-91.71080017,869,US-IA,Cedar Rapids,1,KCID,CID,1275
3562,large_airport,Austin Straubel International Airport,44.48509979,-88.12960052,695,US-WI,Green Bay,1,KGRB,GRB,1275
3517,medium_airport,Mahlon Sweet Field,44.12459946,-123.211998,374,US-OR,Eugene,1,KEUG,EUG,1050
3398,medium_airport,Laurence G Hanscom Field,42.47000122,-71.28900146,133,US-MA,Bedford,0,KBED,BED,750
21114,medium_airport,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,128,US-CA,Santa Rosa,1,KSTS,STS,250
3789,medium_airport,Ernest A. Love Field,34.65449905,-112.4199982,5045,US-AZ,Prescott,1,KPRC,PRC,1050
3388,medium_airport,Wilkes Barre Scranton International Airport,41.33850098,-75.7233963,962,US-PA,Wilkes-Barre/Scranton,1,KAVP,AVP,1050
5457,medium_airport,Hilo International Airport,19.72139931,-155.0480042,38,US-HI,Hilo,1,PHTO,ITO,875
20765,small_airport,Orlando Executive Airport,28.5454998,-81.332901,113,US-FL,Orlando,0,KORL,ORL,50
21105,small_airport,San Carlos Airport,37.51190186,-122.25,5,US-CA,San Carlos,0,KSQL,SQL,50
3387,large_airport,Asheville Regional Airport,35.43619919,-82.54180145,2165,US-NC,Asheville,1,KAVL,AVL,1275
3876,large_airport,Orlando Sanford International Airport,28.77759933,-81.23750305,55,US-FL,Orlando,1,KSFB,SFB,1275
3616,medium_airport,Long Island Mac Arthur Airport,40.79520035,-73.10019684,99,US-NY,Islip,1,KISP,ISP,1050
5360,large_airport,Fairbanks International Airport,64.81510162,-147.8560028,439,US-AK,Fairbanks,1,PAFA,FAI,875
3879,large_airport,Springfield Branson National Airport,37.24570084,-93.38860321,1268,US-MO,Springfield,1,KSGF,SGF,1275
3788,medium_airport,Paso Robles Municipal Airport,35.67290115,-120.6269989,840,US-CA,Paso Robles,0,KPRB,PRB,250
20068,small_airport,Henderson Executive Airport,35.97280121,-115.1340027,2492,US-NV,Las Vegas,0,KHND,HND,50
3559,medium_airport,Gainesville Regional Airport,29.69009972,-82.27179718,152,US-FL,Gainesville,1,KGNV,GNV,1050
3618,medium_airport,Jackson Hole Airport,43.6072998,-110.737999,6451,US-WY,Jackson,1,KJAC,JAC,1050
3911,medium_airport,Stewart International Airport,41.5041008,-74.10479736,491,US-NY,Newburgh,1,KSWF,SWF,1050
19293,medium_airport,Naples Municipal Airport,26.15259933,-81.77529907,8,US-FL,Naples,0,KAPF,APF,250
3700,large_airport,Mobile Regional Airport,30.69120026,-88.24279785,219,US-AL,Mobile,1,KMOB,MOB,1275
3530,medium_airport,Flagstaff Pulliam Airport,35.13850021,-111.6709976,7014,US-AZ,Flagstaff,1,KFLG,FLG,1050
3628,medium_airport,Lakeland Linder Regional Airport,27.98889923,-82.01860046,142,US-FL,Lakeland,0,KLAL,LAL,300
20757,medium_airport,Opa-locka Executive Airport,25.90699959,-80.27839661,8,US-FL,Miami,0,KOPF,OPF,250
3868,large_airport,South Bend Regional Airport,41.70869827,-86.31729889,799,US-IN,South Bend,1,KSBN,SBN,1275
3551,medium_airport,Grand Canyon National Park Airport,35.95240021,-112.1470032,6609,US-AZ,Grand Canyon,1,KGCN,GCN,1050
19672,small_airport,Phoenix Deer Valley Airport,33.68830109,-112.0830002,1478,US-AZ,Phoenix,0,KDVT,DVT,50
3717,medium_airport,Myrtle Beach International Airport,33.67969894,-78.92829895,25,US-SC,Myrtle Beach,1,KMYR,MYR,1275
3356,medium_airport,Lehigh Valley International Airport,40.65209961,-75.44080353,393,US-PA,Allentown,1,KABE,ABE,1050
3763,medium_airport,Snohomish County (Paine Field) Airport,47.90629959,-122.2819977,606,US-WA,Everett,0,KPAE,PAE,475
3794,small_airport,Pueblo Memorial Airport,38.28910065,-104.4970016,4726,US-CO,Pueblo,1,KPUB,PUB,450
19331,small_airport,Catalina Airport,33.4049,-118.416,1602,US-CA,Avalon,0,KAVX,AVX,50
20296,small_airport,Big Bear City Airport,34.26380157,-116.8560028,6752,US-CA,Big Bear,0,L35,L35,50
19237,small_airport,Addison Airport,32.96860123,-96.83640289,644,US-TX,Dallas,0,KADS,ADS,50
20578,small_airport,Martha's Vineyard Airport,41.39310074,-70.61430359,67,US-MA,Martha's Vineyard,1,KMVY,MVY,50
21061,medium_airport,Northeast Florida Regional Airport,29.9592,-81.339798,10,US-FL,St Augustine,1,KSGJ,SGJ,50
3857,large_airport,Rochester International Airport,43.90829849,-92.5,1317,US-MN,Rochester,1,KRST,RST,1275
3402,medium_airport,Meadows Field,35.43360138,-119.0569992,510,US-CA,Bakersfield,0,KBFL,BFL,475
21047,small_airport,Gillespie Field,32.82619858,-116.9720001,388,US-CA,San Diego/El Cajon,0,KSEE,SEE,50
3571,medium_airport,Great Falls International Airport,47.48199844,-111.3710022,3680,US-MT,Great Falls,1,KGTF,GTF,1050
3360,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,47,US-MA,Nantucket,1,KACK,ACK,1050
3609,medium_airport,Wilmington International Airport,34.27059937,-77.90260315,32,US-NC,Wilmington,1,KILM,ILM,1050
3961,medium_airport,Yuma MCAS/Yuma International Airport,32.65660095,-114.6060028,213,US-AZ,Yuma,1,KNYL,NYL,1050
3934,medium_airport,Lake Tahoe Airport,38.89390182,-119.9950027,6264,US-CA,South Lake Tahoe,0,KTVL,TVL,375
3950,medium_airport,Vero Beach Municipal Airport,27.65559959,-80.41790009,24,US-FL,Vero Beach,0,KVRB,VRB,275
19868,small_airport,Friday Harbor Airport,48.52199936,-123.0240021,113,US-WA,Friday Harbor,1,KFHR,FHR,50
19905,small_airport,Fullerton Municipal Airport,33.87200165,-117.9800034,96,US-CA,Fullerton,0,KFUL,FUL,50
19829,small_airport,French Valley Airport,33.57419968,-117.1279984,1350,US-CA,Murrieta/Temecula,0,F70,F70,50
21314,small_airport,Nut Tree Airport,38.37680054,-121.961998,117,US-CA,Vacaville,0,KVCB,VCB,50
3467,large_airport,Yeager Airport,38.37310028,-81.59320068,981,US-WV,Charleston,1,KCRW,CRW,1275
3547,large_airport,Fort Wayne International Airport,40.97850037,-85.19509888,814,US-IN,Fort Wayne,1,KFWA,FWA,1275
3523,medium_airport,Hector International Airport,46.92070007,-96.81580353,902,US-ND,Fargo,1,KFAR,FAR,1050
3679,medium_airport,Rogue Valley International Medford Airport,42.37419891,-122.8730011,1335,US-OR,Medford,1,KMFR,MFR,1050
3841,medium_airport,Redding Municipal Airport,40.50899887,-122.2929993,505,US-CA,Redding,1,KRDD,RDD,1050
3659,medium_airport,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,483,US-OH,Cincinnati,0,KLUK,LUK,475
20160,small_airport,Laughlin Bullhead International Airport,35.15739822,-114.5599976,701,US-AZ,Bullhead City,1,KIFP,IFP,450
19308,medium_airport,Aspen-Pitkin Co/Sardy Field,39.22320175,-106.8690033,7820,US-CO,Aspen,1,KASE,ASE,250
20054,medium_airport,Portland Hillsboro Airport,45.540401,-122.949997,208,US-OR,Portland,0,KHIO,HIO,250
20928,small_airport,Reid-Hillview Airport of Santa Clara County,37.332901,-121.8190002,135,US-CA,San Jose,0,KRHV,RHV,50
3561,large_airport,Gulfport Biloxi International Airport,30.40730095,-89.07009888,28,US-MS,Gulfport,1,KGPT,GPT,1275
3647,medium_airport,Lincoln Airport,40.85100174,-96.75920105,1219,US-NE,Lincoln,1,KLNK,LNK,1050
3539,medium_airport,Republic Airport,40.72880173,-73.41339874,82,US-NY,Farmingdale,0,KFRG,FRG,300
3576,medium_airport,Hartford Brainard Airport,41.73669815,-72.6493988,18,US-CT,Hartford,0,KHFD,HFD,250
21065,medium_airport,St George Municipal Airport,37.036389,-113.510306,2941,US-UT,St George,1,KSGU,SGU,250
20679,small_airport,Columbia Airport,38.03039932,-120.4150009,2118,US-CA,Columbia,0,O22,O22,50
20101,small_airport,Hayward Executive Airport,37.65919876,-122.1220016,52,US-CA,Hayward,0,KHWD,HWD,50
19866,small_airport,Falcon Field,33.46080017,-111.7279968,1394,US-AZ,Mesa,0,KFFZ,FFZ,50
21209,small_airport,Zamperini Field,33.80339813,-118.3399963,103,US-CA,Torrance,0,KTOA,TOA,50
3429,large_airport,"Baton Rouge Metropolitan, Ryan Field",30.53319931,-91.14959717,70,US-LA,Baton Rouge,1,KBTR,BTR,1275
3619,large_airport,Jackson-Medgar Wiley Evers International Airport,32.31119919,-90.07589722,346,US-MS,Jackson,1,KJAN,JAN,1275
3695,large_airport,Quad City International Airport,41.44850159,-90.50749969,590,US-IL,Moline,1,KMLI,MLI,1275
3854,large_airport,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,1175,US-VA,Roanoke,1,KROA,ROA,1275
3925,large_airport,Toledo Express Airport,41.58679962,-83.80780029,683,US-OH,Toledo,1,KTOL,TOL,1275
3893,medium_airport,Santa Maria Pub/Capt G Allan Hancock Field,34.89889908,-120.4570007,261,US-CA,Santa Maria,1,KSMX,SMX,1050
3541,medium_airport,Joe Foss Field Airport,43.58200073,-96.74189758,1429,US-SD,Sioux Falls,1,KFSD,FSD,1050
3545,large_airport,Fort Worth Meacham International Airport,32.819801,-97.362396,710,US-TX,Fort Worth,0,KFTW,FTW,850
3560,medium_airport,Groton New London Airport,41.33010101,-72.04509735,9,US-CT,Groton (New London),0,KGON,GON,475
3617,medium_airport,Phoenix-Mesa-Gateway Airport,33.30780029,-111.6549988,1382,US-AZ,Phoenix,0,KIWA,IWA,400
3414,medium_airport,Burke Lakefront Airport,41.51750183,-81.6832962,583,US-OH,Cleveland,0,KBKL,BKL,375
21220,medium_airport,Truckee Tahoe Airport,39.31999969,-120.1399994,5900,US-CA,Truckee,0,KTRK,TRK,250
20702,small_airport,Petaluma Municipal Airport,38.25780106,-122.6060028,90,US-CA,Petaluma,0,O69,O69,50
21181,small_airport,Tracy Municipal Airport,37.68899918,-121.4420013,193,US-CA,Tracy,0,KTCY,TCY,50
3397,medium_airport,Igor I Sikorsky Memorial Airport,41.16350174,-73.12619781,9,US-CT,Bridgeport,1,KBDR,BDR,1050
3459,medium_airport,University of Illinois Willard Airport,40.03919983,-88.27809906,755,US-IL,Champaign/Urbana,1,KCMI,CMI,1050
3476,medium_airport,Cheyenne Regional Jerry Olson Field,41.15570068,-104.8119965,6159,US-WY,Cheyenne,1,KCYS,CYS,1050
3535,medium_airport,Bishop International Airport,42.9654007,-83.74359894,782,US-MI,Flint,1,KFNT,FNT,1050
