flight_date,from,to,avg_weeks,std_weeks,target
9/19/2012,CLT,LGA,10.73684211,8.312254042,11.97616984
10/28/2011,JFK,LAX,14.83870968,10.09982434,13.2243749
1/30/2012,LGA,MIA,11.05263158,9.605980106,10.84877128
3/21/2012,PHX,DEN,8,5.656854249,11.31314452
4/11/2012,ATL,DTW,9.888888889,8.930377035,10.65597315
6/24/2012,LAS,LAX,16.61764706,11.70344344,11.74738763
9/1/2012,LAS,DEN,11.27272727,7.747084356,9.610763884
9/11/2011,DTW,ORD,10.36842105,7.882544191,10.88178056
10/18/2011,PHX,DEN,9.55,6.004165221,11.06843379
1/10/2012,ATL,SFO,13.59090909,11.37524083,10.40606085
3/5/2012,ATL,ORD,10.57142857,8.628855246,12.04756519
9/22/2011,DFW,ORD,11.95833333,7.83236966,13.0211389
11/20/2011,DFW,LGA,9,6.259111006,10.41308525
12/15/2011,PHX,ORD,13.32,9.625140692,10.65597315
7/3/2012,DFW,LAX,14.86206897,10.16550237,11.21086754
7/16/2012,MCO,EWR,15.71428571,11.39154054,10.65597315
3/7/2012,DEN,MSP,8.133333333,6.545081759,10.70457462
12/1/2011,SEA,LAX,10.57894737,9.032753914,10.96183473
7/19/2012,DEN,LAS,12.30769231,8.675340827,10.48191135
8/8/2012,SFO,EWR,16.76666667,12.43377861,10.56774839
7/17/2012,ATL,LAX,11.86363636,8.41368191,11.44671215
6/19/2012,EWR,MCO,14,11.00841429,10.65597315
10/16/2012,LAX,SFO,15.03448276,11.91482498,12.87157256
4/12/2012,LAX,EWR,8.588235294,5.874295953,11.01843144
10/25/2011,ORD,PHL,11.61904762,9.041438992,11.85074607
4/8/2012,ATL,MCO,11.47826087,9.174418809,10.05048812
2/24/2012,ORD,MSP,11.3,9.476286192,11.60865056
11/24/2011,DEN,ORD,10.17647059,7.307832221,8.285436883
6/4/2012,EWR,ATL,8.736842105,6.942958905,11.45875724
10/12/2011,PHL,MCO,12.91666667,9.088533945,10.29739075
4/28/2012,PHL,MCO,15.89655172,11.99804992,10.00741517
11/4/2012,MSP,DEN,8.764705882,8.764483811,9.981085665
9/12/2012,SEA,SFO,11.55,10.1694848,11.64521988
5/27/2012,ATL,PHL,9.65,6.175290319,10.68649717
10/24/2011,ATL,PHL,9.789473684,6.671489484,12.07364919
9/11/2011,SFO,LAS,12.80769231,8.148713915,10.95660338
6/26/2012,LGA,BOS,5.076923077,3.774068063,13.00897786
4/19/2012,LAX,JFK,15.96969697,10.96153744,13.51297103
9/18/2011,LAS,ORD,13.67857143,8.511663333,11.39359863
4/21/2012,SFO,DFW,9.611111111,7.547020362,10.14188607
12/30/2011,LAX,LAS,16.64705882,11.62255475,11.81141296
7/16/2012,EWR,SFO,12.38095238,11.38189875,11.24259329
9/9/2012,ORD,LAS,14.15384615,10.48309995,11.02349244
9/26/2012,DEN,DFW,12.04761905,10.84654872,11.51007198
6/28/2012,SFO,SEA,11,8.388303545,11.72323404
2/5/2012,ORD,EWR,7.058823529,4.95568598,10.79242331
12/20/2011,ATL,MIA,14.75862069,10.93701178,10.83204493
7/3/2012,DFW,ORD,14.5,12.28997471,10.74608613
4/27/2012,IAH,ORD,11.05263158,9.033724987,11.15519249
2/25/2012,DFW,LGA,10,6.727789971,9.918164852
5/21/2012,EWR,LAX,10.25,7.635615992,11.47072504
10/27/2012,SEA,ORD,11.15,8.499380782,9.511127243
8/9/2012,ORD,EWR,13.53846154,9.166158494,12.17175468
8/10/2012,DFW,ATL,9.294117647,7.15685603,11.88290162
9/8/2011,ATL,LGA,10.63636364,8.074330015,12.43371278
2/9/2012,DEN,LAX,13.08695652,10.09461172,11.34319081
11/23/2011,SEA,SFO,13.84,9.990328657,11.00316552
11/7/2012,DEN,ORD,10.94117647,11.55135592,10.84321248
9/6/2011,PHL,BOS,10.5,7.72505473,11.60495388
11/30/2011,MIA,ATL,13.29166667,9.534738165,10.89806866
4/22/2012,ATL,MSP,11.95454545,9.746683308,10.76939863
12/9/2011,ORD,DFW,12.65217391,9.527990801,12.46663881
5/11/2012,LGA,ATL,11.72727273,9.077349194,12.58845803
1/28/2012,DFW,ORD,10.05,7.133870286,10.30483577
7/1/2012,SFO,LAX,14.36666667,10.10456822,12.01220914
2/16/2012,LAX,ATL,14.72413793,9.724404322,11.88608689
11/8/2011,BOS,PHL,7.058823529,4.95568598,12.27789859
12/31/2011,EWR,BOS,11.55555556,7.625207594,7.66668009
12/5/2011,ORD,MSP,8.888888889,7.568424258,12.44081746
4/24/2012,MIA,ATL,11.52173913,10.31710656,10.8151672
4/1/2012,ATL,LGA,9.1,6.904613256,11.91137508
4/14/2012,ORD,DEN,9,6.259111006,9.077833738
8/27/2012,LAX,SFO,15.87096774,11.73809165,12.71916517
11/4/2012,JFK,SFO,13.11538462,10.23064777,11.8797109
2/4/2012,ATL,LAX,14.17241379,10.7040345,10.64980794
12/27/2011,PHL,MCO,17.0625,11.7937586,10.42008329
5/9/2012,ATL,LGA,9.1,6.896986375,12.53079663
1/11/2012,LAX,LAS,14.96428571,11.05368095,11.90193215
7/19/2012,LAS,SFO,13.84615385,10.98978547,11.19710382
1/22/2012,CLT,ATL,7.4375,6.25,10.61238242
8/20/2012,LAX,ATL,14.67857143,11.69062167,11.36856502
2/22/2012,ATL,LGA,10.52380952,8.268125831,12.43371278
5/17/2012,DEN,SEA,13.55555556,8.824499695,10.91421574
2/20/2012,BOS,SFO,7.666666667,5.936168397,11.26048288
11/17/2011,ORD,DTW,8.631578947,6.643380384,11.87331303
8/29/2012,SFO,LAX,15.87096774,12.03534222,12.65916632
9/6/2011,DTW,ORD,8.823529412,6.287241984,11.338928
12/10/2011,SEA,LAX,11.34782609,7.3522334,10.30483577
9/11/2012,LAS,DEN,11.91666667,7.82369126,10.57419046
12/22/2011,DFW,PHL,9.75,9.63673527,9.556068593
8/23/2012,CLT,LGA,11.05263158,10.14601008,11.44267977
11/11/2012,DEN,DFW,9.941176471,10.04035973,10.85983942
3/12/2012,DEN,SFO,9.066666667,8.811248222,11.54860591
3/10/2012,JFK,SFO,12.86363636,10.82015515,11.81472259
6/27/2012,LAX,SEA,11.13043478,9.738883396,11.54096256
2/15/2012,LGA,ATL,7.0625,5.470755585,12.41463358
1/5/2012,DEN,SFO,12.96153846,10.43256735,10.57419046
11/22/2011,CLT,ATL,11.19047619,8.394158967,10.22125872
5/21/2012,ORD,LAS,11.76,8.530728769,11.23809395
4/24/2012,EWR,SFO,14,12.6419216,10.54175528
9/1/2012,ORD,SFO,13.57692308,9.411367922,10.43400108
3/15/2012,SFO,LAS,12.23809524,10.37258291,10.45468494
1/26/2012,ATL,LGA,7.5,6.121002097,12.29586821
2/25/2012,ORD,DEN,14.92592593,12.65800424,10.18991385
2/13/2012,ATL,PHL,9.666666667,8,11.63067809
1/8/2012,SFO,BOS,11,8.783956668,11.04859343
11/21/2011,PHX,ORD,10.10526316,7.600400113,9.735837048
9/9/2012,ATL,MIA,11.82608696,9.74517211,10.39193217
7/28/2012,LAX,DEN,13.2962963,10.13681339,10.47514192
1/18/2012,DEN,ORD,8.125,5.414486741,10.82643597
10/8/2011,DFW,DEN,8.705882353,6.400827152,9.268581312
4/1/2012,DFW,BOS,8.95,6.660764932,10.16605456
3/5/2012,DFW,SFO,8.214285714,6.852047099,11.47866112
3/27/2012,DTW,ATL,8.125,5.863730326,9.805101403
1/12/2012,LAS,LAX,15.75,11.73635103,12.8413086
10/12/2011,ORD,SEA,11.38095238,8.315504738,11.13149489
1/6/2012,LAX,JFK,18.55555556,12.16656882,12.64862375
1/6/2012,JFK,MIA,16.65625,11.3097428,10.92490331
12/20/2011,ORD,LAS,9.578947368,6.46628684,9.578139569
1/2/2012,PHL,ORD,10.72727273,6.950038151,10.6186724
10/20/2012,LAX,SFO,16.76470588,11.60213884,11.86689314
2/21/2012,ATL,LAX,12.82608696,9.796345209,11.63796316
4/21/2012,LGA,ORD,11.17647059,10.36360998,11.05357334
3/4/2012,DEN,SFO,10.75,9.272909042,10.91421574
8/6/2012,ATL,PHL,10.52173913,7.409266711,12.06788419
5/15/2012,LAS,DFW,9.25,9.448103866,9.765837305
5/12/2012,ATL,EWR,13.04761905,11.67679832,9.441616996
9/19/2011,ATL,LAX,11,8.140806304,11.95175082
2/16/2012,ORD,IAH,11.86363636,8.322633824,11.50617444
12/9/2011,PHL,ATL,9.555555556,7.22106577,11.54478815
9/25/2011,DEN,MSP,12.81481481,9.089457279,10.64980794
12/28/2011,LAX,JFK,19.68292683,12.84219417,12.24668487
9/28/2012,LAX,ORD,15.83333333,11.13268977,12.23879913
9/1/2011,LGA,BOS,6.583333333,7.216878365,12.57970226
12/22/2011,LGA,MIA,18,11.75985194,10.2290133
3/26/2012,SFO,DEN,10.0952381,6.378908699,11.04859343
11/29/2011,LAS,SFO,11.57142857,8.194946178,10.10089594
1/30/2012,LAX,BOS,9.166666667,7.770608274,10.42008329
8/23/2012,SEA,LAX,14.03448276,9.667629192,11.72323404
1/3/2012,BOS,EWR,11.05555556,10.4288752,10.32699416
9/22/2011,SFO,EWR,14.53333333,8.861903483,11.91137508
8/30/2012,SEA,DEN,8.666666667,5.656854249,11.07336107
8/9/2012,ATL,DTW,8.277777778,6.433419689,11.26936373
10/11/2012,BOS,SFO,12.64,8.582346222,11.58261857
10/21/2012,PHL,BOS,8.0625,5.790437519,10.26730984
9/2/2011,ATL,MSP,8.294117647,5.542615649,10.63741603
9/24/2011,DFW,LAX,12.95833333,8.69522191,10.56774839
6/18/2012,LAS,SFO,13.56,10.46454331,10.69254248
5/3/2012,SFO,DFW,11.27272727,7.734781175,11.42646248
11/16/2011,DEN,ATL,10.26315789,8.122958583,10.58700821
1/30/2012,ATL,ORD,12.27272727,11.16193283,11.84749981
11/18/2011,LGA,DFW,8.8125,7.341378163,11.63796316
10/22/2012,SFO,DFW,12.36363636,9.824873461,11.4667443
6/18/2012,DFW,PHL,6.928571429,4.921917789,10.88178056
9/6/2012,MSP,DEN,10.95454545,8.465488891,10.77518151
8/6/2012,EWR,ATL,11.52380952,9.912714298,11.3088124
8/17/2012,PHL,DFW,9,7.004760286,10.44092122
5/22/2012,SFO,DFW,10.5,8.426149773,11.17859274
9/1/2012,ATL,EWR,15.36363636,12.93406523,9.13435248
1/19/2012,DEN,LAS,10.8,7.857949378,10.40606085
12/23/2011,ORD,DEN,13.96,10.41025136,10.12559797
11/11/2011,ATL,ORD,10.73684211,8.837056481,11.82132428
9/12/2012,PHL,MCO,15.62068966,11.16248114,10.28991588
12/13/2011,LAS,DFW,8.647058824,6.061571336,9.369415369
4/17/2012,SEA,LAX,10.52380952,6.997278382,11.00826806
8/20/2012,MCO,PHL,15.17857143,10.80141819,10.71652964
11/5/2011,EWR,ATL,9.888888889,7.291323521,9.393794484
10/26/2011,DFW,LAX,14.16666667,10.50327761,11.63432418
11/3/2011,BOS,ATL,10.75,8.239027791,11.53328775
8/10/2012,ATL,ORD,9.571428571,6.917885722,11.91451213
7/15/2012,PHL,MCO,14.48275862,9.50045371,10.43400108
5/23/2012,PHX,ORD,9.315789474,6.200829977,11.15989608
5/20/2012,BOS,ORD,13.56,9.874546403,11.68817708
6/5/2012,IAH,ORD,10.42105263,7.876235631,10.70457462
3/7/2012,SEA,LAX,8.066666667,6.441679757,11.22453043
4/20/2012,LGA,MIA,11.09090909,7.236870482,11.85074607
5/27/2012,LAX,LAS,14.07142857,10.88977969,11.04360019
9/10/2011,ORD,MSP,11.22727273,7.335054894,9.663900691
12/6/2011,ORD,ATL,6.875,5.315072906,11.71627517
9/17/2011,BOS,ORD,10.42857143,6.968295549,10.99804899
4/22/2012,ORD,MSP,8.6875,7.854669524,11.34319081
10/5/2011,JFK,MCO,13.42857143,9.354850481,9.963323857
4/23/2012,CLT,LGA,5.583333333,3.75277675,11.4142063
6/12/2012,LGA,DTW,7.466666667,6.653319973,10.5220199
2/1/2012,ORD,BOS,13.57142857,11.29854605,11.63067809
11/13/2011,LGA,MIA,13.26923077,9.710026539,10.83204493
12/30/2011,DEN,SFO,13.48,10.13706072,9.663900691
10/10/2012,LAX,DEN,11.40909091,8.255786374,11.19249325
6/10/2012,DEN,SFO,16.52,13.68429757,11.36435988
4/30/2012,ORD,SEA,12.6,10.99952152,10.93022421
10/18/2011,MIA,ATL,14.65384615,9.995768335,11.09294105
10/29/2011,BOS,SFO,13.73076923,9.370411698,9.981085665
8/20/2012,JFK,MIA,17.06060606,11.40158814,10.64980794
8/19/2012,MIA,JFK,14.82758621,9.603083454,10.09258868
5/6/2012,LAX,DFW,11.70833333,9.905989258,11.60865056
11/6/2011,ATL,LGA,9.428571429,6.852528209,11.92700783
12/21/2011,PHX,ORD,13.65384615,9.818115125,10.71056171
2/11/2012,BOS,SFO,8.888888889,5.89006031,9.674348761
3/17/2012,EWR,SFO,12.5,10.28984705,10.11740026
8/28/2012,DEN,ATL,12.15,10.14772466,10.51539476
4/11/2012,DFW,SFO,7.875,5.560275773,11.22453043
4/16/2012,PHL,BOS,11,11.35781669,11.17393612
1/15/2012,ORD,SFO,10.69565217,7.893811055,11.21543297
1/3/2012,LAX,DFW,15.46428571,11.23975136,11.82790268
12/18/2011,PHL,DFW,9.222222222,6.421980229,9.13435248
10/12/2011,LAX,SEA,10.85714286,7.584759154,11.10265448
10/2/2011,LAX,JFK,14.71875,9.602534528,13.5472401
1/2/2012,SFO,DFW,11.95833333,7.87113144,10.27487567
8/24/2012,ORD,PHX,10.44444444,9.960050923,10.34889236
6/12/2012,CLT,ATL,8.222222222,6.467616668,10.91956718
11/7/2011,DEN,SEA,7.823529412,6.521457794,11.06349345
1/25/2012,ORD,MSP,11.94736842,10.48530021,12.25453742
11/15/2011,ATL,CLT,6.714285714,6.144773532,11.1074923
12/13/2011,ORD,ATL,9.444444444,9.338234008,11.86367489
4/26/2012,LAX,ORD,12.76,8.584287973,12.2804763
3/18/2012,MSP,DEN,10,8.103497187,10.08424426
9/6/2012,ORD,EWR,12.90909091,11.2076041,11.49050228
9/7/2012,DEN,LAS,13.48148148,8.599509693,10.508746
12/4/2011,MIA,LGA,15.59375,10.76391635,11.88926673
8/7/2012,DEN,ORD,11.56521739,8.072546556,10.88178056
4/22/2012,IAH,LAX,13.16,9.285652014,11.86367489
3/20/2012,SFO,DFW,8.894736842,7.171662885,11.18787125
1/24/2012,LAS,ORD,9.166666667,6.546215791,10.22125872
7/19/2012,DEN,DFW,8.235294118,5.379700407,11.81472259
11/6/2011,SFO,JFK,13.8,10.05816418,12.73134133
3/26/2012,ORD,DFW,11.26315789,9.170254481,12.50357023
11/20/2011,SFO,LAX,14.75862069,11.02806541,12.35124268
5/8/2012,SFO,BOS,8.75,6.197410325,11.17859274
10/20/2011,DEN,ATL,11.26086957,7.31882623,11.17393612
10/16/2011,ORD,IAH,10.75,8.490706994,11.20629091
11/27/2011,ATL,EWR,10.7,8.157011837,10.4886563
2/20/2012,JFK,LAS,14,10.75918213,11.36856502
10/15/2011,CLT,ATL,7.266666667,4.92031745,9.319679735
9/13/2012,ATL,MSP,11.04347826,8.466394858,11.2782025
9/28/2012,ATL,BOS,9.3,7.377776016,11.27378835
7/24/2012,LAS,DFW,10.81818182,7.122308104,10.31225119
9/8/2011,SFO,BOS,12.62962963,8.66978905,11.51784273
8/3/2012,JFK,MCO,16.06451613,11.02099658,10.84877128
11/22/2011,DFW,SFO,9,6.259111006,10.14188607
9/27/2012,MIA,LGA,9.235294118,7.603694922,10.5352
8/17/2012,MCO,ATL,12.76,8.945576188,12.00923232
9/15/2011,SFO,BOS,12.5,8.392543274,12.12194525
10/24/2011,ORD,ATL,9.095238095,6.212123324,12.35619614
6/19/2012,ORD,PHX,11.77272727,8.970490342,10.50207345
4/1/2012,LAS,ORD,8.058823529,5.15352535,11.12671902
9/7/2012,SEA,ORD,14.33333333,10.14130928,11.06349345
9/1/2012,BOS,EWR,14.52173913,11.61843975,8.569787113
10/30/2012,ORD,LAS,14.85185185,10.94989885,10.71056171
10/2/2012,SFO,SEA,11.71428571,10.27201469,11.35168729
12/1/2011,SFO,DFW,9.05,6.847781047,11.02349244
12/4/2011,JFK,SFO,12.66666667,9.383920876,12.39777765
1/17/2012,ATL,EWR,9.529411765,8.292448727,11.15519249
7/3/2012,LAX,SEA,13.96551724,10.15762472,10.99804899
3/6/2012,MSP,ATL,12.6,9.420721841,10.8208101
1/22/2012,MCO,EWR,14.75,10.34810772,10.63118906
8/29/2012,ATL,MSP,11.34782609,7.376921603,10.91421574
10/22/2011,ATL,ORD,13.09090909,10.23955491,10.31225119
10/10/2011,ORD,LGA,14.32258065,9.470611021,13.74295114
5/16/2012,LAS,DFW,8.555555556,5.436502143,9.981085665
1/4/2012,MCO,PHL,10.40909091,8.35896491,10.52862159
3/26/2012,DEN,MSP,11.54545455,8.302192899,10.93552998
9/22/2012,MIA,JFK,19.13333333,14.36886801,9.765837305
1/27/2012,PHX,ORD,11.33333333,8.386497084,10.69856825
11/7/2012,DEN,SEA,9.894736842,7.673147528,10.49537694
10/1/2011,DFW,SFO,11.39130435,7.265980072,10.48191135
11/4/2011,MIA,LGA,13.64,9.660400268,10.9088489
3/24/2012,LAX,ORD,14.55172414,9.616155331,11.80809744
3/12/2012,SFO,LAS,11.61904762,9.568051999,10.89265509
4/29/2012,ORD,IAH,9.055555556,6.272931787,10.84321248
11/1/2012,MCO,EWR,14.4137931,10.94309058,10.87084226
12/3/2011,MCO,ATL,13.96296296,9.525195259,10.80950718
5/13/2012,BOS,EWR,10.10526316,7.816611491,10.00741517
10/25/2012,LGA,MIA,14.08333333,11.06469775,11.36856502
5/1/2012,ATL,LAX,11.26315789,10.66584427,11.150477
7/4/2012,ORD,LAX,13.88888889,9.390393345,10.89265509
10/31/2011,PHL,DFW,7.1875,5.588306243,10.28991588
2/28/2012,MIA,JFK,10.86363636,7.23283159,11.14574955
9/21/2011,DEN,LAX,13.21428571,9.044569244,11.57886987
9/21/2011,BOS,LGA,7.8,7.830343908,13.46854872
4/17/2012,LGA,ATL,7.555555556,5.249338583,12.2229269
9/27/2011,SFO,ATL,10.69565217,7.600447251,10.48191135
3/2/2012,DTW,ATL,9.631578947,8.427537708,10.83204493
2/28/2012,ATL,DFW,7.375,6.227626621,11.81141296
11/7/2012,LAS,DEN,13.69565217,10.98525782,10.59973847
10/3/2011,BOS,LAX,11.88461538,8.125647903,11.4746973
9/19/2011,EWR,LAX,12.84,8.3,11.59381966
10/6/2012,LAX,EWR,11.57142857,9.20093163,10.09258868
11/1/2011,DTW,ATL,10.7,7.854599725,10.83763706
8/4/2012,LAX,IAH,14.37037037,10.36691538,9.981085665
12/21/2011,SFO,LAS,14.6,11.52171862,9.972225906
4/30/2012,ATL,CLT,9.263157895,7.823341892,10.68649717
6/17/2012,SFO,LAX,17.61764706,13.23451572,12.53529597
12/31/2011,LGA,DTW,8.647058824,5.926014433,8.989708254
11/11/2012,DFW,ATL,12.41666667,10.61957449,11.72323404
4/27/2012,LAS,SFO,18.62068966,14.13560296,10.37053642
4/25/2012,IAH,ORD,8.588235294,6.335010098,10.91956718
10/3/2011,ORD,DTW,11.66666667,8.374564665,11.85398669
2/19/2012,PHL,MCO,13,9.268928928,10.5482876
10/4/2011,LGA,DFW,13.74074074,8.951117647,11.30011786
11/9/2011,DFW,LAS,14,9.28767299,10.46834783
10/9/2011,LAX,SEA,13.04166667,9.167424211,11.11231759
5/7/2012,SFO,DFW,8,5.049752469,11.33465543
6/30/2012,DEN,PHX,9.368421053,7.660943707,8.607087872
5/22/2012,ATL,MCO,10.52380952,8.936548817,11.68463486
4/28/2012,DEN,DFW,7.066666667,4.589843861,9.255584913
4/3/2012,DFW,BOS,7.285714286,9.024995814,10.16605456
4/27/2012,ORD,PHL,10.4,7.436750847,11.81141296
10/15/2011,ATL,MCO,14.5483871,9.684484876,11.44671215
2/7/2012,SEA,LAX,13.33333333,11.87995511,10.66211806
6/28/2012,CLT,LGA,8.470588235,5.885550601,11.59009343
11/6/2011,DEN,SFO,10.38888889,8.845995364,11.18787125
4/3/2012,PHL,MCO,11.82608696,8.026389282,10.74608613
3/14/2012,LAX,ATL,16,12.70398773,11.23358372
9/14/2011,LAX,JFK,13.06896552,8.518597447,13.33442155
2/15/2012,ATL,DFW,6.076923077,4.030333701,12.07076892
8/21/2012,LAS,SFO,16.44444444,13.19770765,10.77518151
1/10/2012,DFW,SFO,12.40909091,9.864120123,11.01843144
10/28/2011,BOS,ORD,11.95652174,8.412535348,12.11632784
9/13/2011,PHL,MCO,11.77272727,8.400293749,9.998679906
11/8/2012,LAX,SEA,9.523809524,6.838267673,11.29138259
4/11/2012,LGA,ORD,12.42857143,11.11562607,13.57832375
5/14/2012,ORD,SEA,12.69565217,10.53321492,11.34319081
5/4/2012,LAS,SFO,12.42307692,9.09581476,11.12671902
9/30/2011,ATL,SFO,10.4,7.436750847,10.75194163
12/26/2011,BOS,LAX,11.95833333,7.909703269,10.21347175
10/18/2012,ORD,SFO,14.4137931,9.344659443,12.42181117
10/22/2012,ATL,BOS,10.5,8.134289561,11.91451213
10/11/2012,PHL,DFW,8.6875,6.759869328,11.09780409
10/2/2012,LGA,BOS,6.166666667,5.131601439,12.97733755
5/27/2012,ATL,LGA,10.85714286,7.831256057,11.29575534
1/4/2012,DFW,PHL,11.35,10.0434582,9.393794484
3/18/2012,LAX,LAS,12.32,9.339521758,11.20629091
2/29/2012,LGA,CLT,8.647058824,6.009795925,11.61969684
6/16/2012,LGA,DTW,8.5,6.387487769,9.674348761
7/20/2012,LAX,ORD,15.33333333,11.98945897,12.70075056
9/2/2011,JFK,SFO,13,7.937253933,11.83445797
1/18/2012,DEN,PHX,9.95,6.793766493,11.5371291
12/7/2011,LAX,DFW,16.46875,11.7500429,11.68108591
1/14/2012,ATL,CLT,10,7.241853661,8.588530746
10/25/2011,ORD,BOS,10.10526316,7.362779795,12.19077135
12/10/2011,ORD,PHL,7.928571429,6.318036279,9.161982256
2/26/2012,LAX,ATL,14.82142857,9.869720141,11.21543297
3/9/2012,BOS,ATL,10.47368421,8.153856763,11.25602654
3/26/2012,ORD,MSP,8.842105263,6.890114964,12.25975413
12/25/2011,EWR,SFO,10.63636364,6.72978776,10.08424426
4/3/2012,PHL,ATL,9,8.115828157,10.97225362
11/13/2011,LGA,ORD,11.04545455,7.377425494,12.89024114
12/29/2011,DEN,MSP,9.55,6.004165221,9.544934376
5/5/2012,IAH,ORD,10.55,10.63991987,9.684738625
9/26/2012,DEN,ATL,12.17391304,10.64575107,10.65597315
6/17/2012,DTW,LGA,11.14285714,8.632993191,10.6186724
11/3/2012,SFO,EWR,11.6,9.944054029,9.881233433
9/19/2011,DEN,LAS,13.08333333,9.102874208,11.25155953
2/28/2012,LAX,ATL,13.92,10.16497254,11.3088124
8/9/2012,SFO,ORD,13.78571429,8.659643064,12.30605936
2/8/2012,LGA,ATL,5.642857143,4.199031809,12.41463358
6/10/2012,DEN,LAS,11.47826087,7.638833593,10.72247853
10/13/2012,SEA,SFO,12.52173913,9.538770481,9.765837305
9/29/2012,ATL,LGA,15.7037037,11.6678876,10.89265509
